model,source_game,target_game,source_delta1_c,target_delta1_c,expected_shift_sign,canonical_action_p1,pair_type,source_reuse_count
qwen_instruct,HaDl,NcCm,2.0,1.0,1,0,same_canonical,1
qwen_instruct,HaHa,NcCo,2.0,1.0,1,0,same_canonical,1
qwen_instruct,HaHr,NcDl,2.0,1.0,1,0,same_canonical,1
qwen_instruct,HaNc,NcHa,2.0,1.0,1,0,same_canonical,1
qwen_instruct,HaPc,NcHr,2.0,1.0,1,0,same_canonical,1
qwen_instruct,HaPd,NcNc,2.0,1.0,1,0,same_canonical,1
qwen_instruct,HaSh,NcPc,2.0,1.0,1,0,same_canonical,1
qwen_instruct,ChBa,NcPd,0.125,1.0,-1,0,same_canonical,1
qwen_instruct,AsAs,NcSh,0.25,1.0,-1,0,same_canonical,1
qwen_instruct,BaHr,PcCm,0.25,1.0,-1,0,same_canonical,1
qwen_instruct,ChHr,PcDl,0.25,1.0,-1,0,same_canonical,1
qwen_instruct,CoCo,PcPd,1.75,1.0,1,0,same_canonical,1
qwen_instruct,CoSh,ShCo,1.75,1.0,1,0,same_canonical,1
qwen_instruct,BaBa,ShHa,0.5,1.0,-1,0,same_canonical,1
qwen_instruct,PcBa,ShNc,1.5,1.0,1,0,same_canonical,1
qwen_instruct,PcCh,ShPc,1.5,1.0,1,0,same_canonical,1
qwen_instruct,ShAs,PcHr,0.5,1.125,-1,0,same_canonical,1
qwen_instruct,ShSh,CoAs,0.625,1.25,-1,0,same_canonical,1
qwen_instruct,AsCo,PcBa,0.75,1.5,-1,0,same_canonical,1
qwen_instruct,BaCh,PcCh,0.75,1.5,-1,0,same_canonical,1
qwen_instruct,BaSh,CoCo,0.75,1.75,-1,0,same_canonical,1
qwen_instruct,ChPd,CoSh,0.75,1.75,-1,0,same_canonical,1
qwen_instruct,AsSh,AsHa,1.0,2.0,-1,0,same_canonical,1
qwen_instruct,ChCm,AsNc,1.0,2.0,-1,0,same_canonical,1
qwen_instruct,ChDl,AsPc,1.0,2.0,-1,0,same_canonical,1
qwen_instruct,HrCm,BaCm,1.0,2.0,-1,0,same_canonical,1
qwen_instruct,HrDl,BaDl,1.0,2.0,-1,0,same_canonical,1
qwen_instruct,HrPd,BaPd,1.0,2.0,-1,0,same_canonical,1
qwen_instruct,NcAs,HaAs,1.0,2.0,-1,0,same_canonical,1
qwen_instruct,NcBa,HaBa,1.0,2.0,-1,0,same_canonical,1
qwen_instruct,NcCh,HaCh,1.0,2.0,-1,0,same_canonical,1
qwen_instruct,NcCm,HaCm,1.0,2.0,-1,0,same_canonical,1
qwen_instruct,NcCo,HaCo,1.0,2.0,-1,0,same_canonical,1
qwen_instruct,NcDl,HaDl,1.0,2.0,-1,0,same_canonical,1
qwen_instruct,NcHa,HaHa,1.0,2.0,-1,0,same_canonical,1
qwen_instruct,NcHr,HaHr,1.0,2.0,-1,0,same_canonical,1
qwen_instruct,NcNc,HaNc,1.0,2.0,-1,0,same_canonical,1
qwen_instruct,NcPc,HaPc,1.0,2.0,-1,0,same_canonical,1
qwen_instruct,NcPd,HaPd,1.0,2.0,-1,0,same_canonical,1
qwen_instruct,NcSh,HaSh,1.0,2.0,-1,0,same_canonical,1
qwen_instruct,PcCm,PcSh,1.0,2.25,-1,0,same_canonical,1
qwen_instruct,PcDl,PcAs,1.0,2.5,-1,0,same_canonical,1
qwen_instruct,PcPd,PcNc,1.0,2.625,-1,0,same_canonical,1
qwen_instruct,ShCo,CoNc,1.0,2.75,-1,0,same_canonical,1
qwen_instruct,ShHa,PcCo,1.0,2.75,-1,0,same_canonical,1
qwen_instruct,ShNc,CoHa,1.0,3.0,-1,0,same_canonical,1
qwen_instruct,ShPc,CoPc,1.0,3.0,-1,0,same_canonical,1
qwen_instruct,PcHr,PcHa,1.125,3.0,-1,0,same_canonical,1
qwen_instruct,CoAs,PcPc,1.25,3.0,-1,0,same_canonical,1
qwen_instruct,CmPc,AsCh,3.0,-0.75,1,1,same_canonical,1
qwen_instruct,HrHa,HrSh,3.0,-0.75,1,1,same_canonical,1
qwen_instruct,HrPc,ShBa,3.0,-0.75,1,1,same_canonical,1
qwen_instruct,CmHa,AsBa,2.875,-0.5,1,1,same_canonical,1
qwen_instruct,CmNc,ShCh,2.875,-0.125,1,1,same_canonical,1
qwen_instruct,CmCo,ShHr,2.125,-0.125,1,1,same_canonical,1
qwen_instruct,AsCm,HrHr,2.0,-0.0,1,1,same_canonical,1
qwen_instruct,AsDl,HrAs,2.0,0.25,1,1,same_canonical,1
qwen_instruct,BaHa,HrCh,2.0,0.25,1,1,same_canonical,1
qwen_instruct,BaPc,AsHr,2.0,0.5,1,1,same_canonical,1
qwen_instruct,DlAs,ShPd,2.0,0.5,1,1,same_canonical,1
qwen_instruct,AsCh,HrBa,-0.75,0.75,-1,1,same_canonical,1
qwen_instruct,HrSh,ShCm,-0.75,0.875,-1,1,same_canonical,1
qwen_instruct,ShBa,BaNc,-0.75,1.0,-1,1,same_canonical,1
qwen_instruct,AsBa,ChHa,-0.5,1.0,-1,1,same_canonical,1
qwen_instruct,ShCh,ChNc,-0.125,1.0,-1,1,same_canonical,1
qwen_instruct,ShHr,ChPc,-0.125,1.0,-1,1,same_canonical,1
qwen_instruct,DlBa,CmCm,2.0,1.0,1,1,same_canonical,1
qwen_instruct,DlCh,CmDl,2.0,1.0,1,1,same_canonical,1
qwen_instruct,DlCm,CmPd,2.0,1.0,1,1,same_canonical,1
qwen_instruct,DlCo,CoCm,2.0,1.0,1,1,same_canonical,1
qwen_instruct,DlDl,CoDl,2.0,1.0,1,1,same_canonical,1
qwen_instruct,DlHa,CoPd,2.0,1.0,1,1,same_canonical,1
qwen_instruct,DlHr,PdAs,2.0,1.0,1,1,same_canonical,1
qwen_instruct,DlNc,PdBa,2.0,1.0,1,1,same_canonical,1
qwen_instruct,DlPc,PdCh,2.0,1.0,1,1,same_canonical,1
qwen_instruct,DlPd,PdCm,2.0,1.0,1,1,same_canonical,1
qwen_instruct,DlSh,PdCo,2.0,1.0,1,1,same_canonical,1
qwen_instruct,HrCo,PdDl,2.0,1.0,1,1,same_canonical,1
qwen_instruct,HrHr,PdHa,-0.0,1.0,-1,1,same_canonical,1
qwen_instruct,CmBa,PdHr,1.875,1.0,1,1,same_canonical,1
qwen_instruct,CmHr,PdNc,1.875,1.0,1,1,same_canonical,1
qwen_instruct,CmCh,PdPc,1.75,1.0,1,1,same_canonical,1
qwen_instruct,CmSh,PdPd,1.75,1.0,1,1,same_canonical,1
qwen_instruct,HrAs,PdSh,0.25,1.0,-1,1,same_canonical,1
qwen_instruct,HrCh,ShDl,0.25,1.0,-1,1,same_canonical,1
qwen_instruct,AsHr,CmAs,0.5,1.25,-1,1,same_canonical,1
qwen_instruct,ShPd,HrNc,0.5,1.25,-1,1,same_canonical,1
qwen_instruct,HrBa,AsPd,0.75,1.5,-1,1,same_canonical,1
qwen_instruct,ShCm,CmCh,0.875,1.75,-1,1,same_canonical,1
qwen_instruct,BaNc,CmSh,1.0,1.75,-1,1,same_canonical,1
qwen_instruct,ChHa,CmBa,1.0,1.875,-1,1,same_canonical,1
qwen_instruct,ChNc,CmHr,1.0,1.875,-1,1,same_canonical,1
qwen_instruct,ChPc,AsCm,1.0,2.0,-1,1,same_canonical,1
qwen_instruct,CmCm,AsDl,1.0,2.0,-1,1,same_canonical,1
qwen_instruct,CmDl,BaHa,1.0,2.0,-1,1,same_canonical,1
qwen_instruct,CmPd,BaPc,1.0,2.0,-1,1,same_canonical,1
qwen_instruct,CoCm,DlAs,1.0,2.0,-1,1,same_canonical,1
qwen_instruct,CoDl,DlBa,1.0,2.0,-1,1,same_canonical,1
qwen_instruct,CoPd,DlCh,1.0,2.0,-1,1,same_canonical,1
qwen_instruct,PdAs,DlCm,1.0,2.0,-1,1,same_canonical,1
qwen_instruct,PdBa,DlCo,1.0,2.0,-1,1,same_canonical,1
qwen_instruct,PdCh,DlDl,1.0,2.0,-1,1,same_canonical,1
qwen_instruct,PdCm,DlHa,1.0,2.0,-1,1,same_canonical,1
qwen_instruct,PdCo,DlHr,1.0,2.0,-1,1,same_canonical,1
qwen_instruct,PdDl,DlNc,1.0,2.0,-1,1,same_canonical,1
qwen_instruct,PdHa,DlPc,1.0,2.0,-1,1,same_canonical,1
qwen_instruct,PdHr,DlPd,1.0,2.0,-1,1,same_canonical,1
qwen_instruct,PdNc,DlSh,1.0,2.0,-1,1,same_canonical,1
qwen_instruct,PdPc,HrCo,1.0,2.0,-1,1,same_canonical,1
qwen_instruct,PdPd,CmCo,1.0,2.125,-1,1,same_canonical,1
qwen_instruct,PdSh,CmHa,1.0,2.875,-1,1,same_canonical,1
qwen_instruct,ShDl,CmNc,1.0,2.875,-1,1,same_canonical,1
qwen_instruct,CmAs,CmPc,1.25,3.0,-1,1,same_canonical,1
qwen_instruct,HrNc,HrHa,1.25,3.0,-1,1,same_canonical,1
qwen_instruct,AsPd,HrPc,1.5,3.0,-1,1,same_canonical,1
