model,source_game,target_game,source_delta1_c,target_delta1_c,expected_shift_sign,canonical_action_p1,pair_type,source_reuse_count
llama31_instruct,ChPc,CmCm,0.5,1.625,-1,1,same_canonical,1
llama31_instruct,HrCh,CmHr,0.5,1.75,-1,1,same_canonical,1
llama31_instruct,HrHr,CmPd,0.5,1.75,-1,1,same_canonical,1
llama31_instruct,ShCm,HrHa,0.5,1.75,-1,1,same_canonical,1
llama31_instruct,AsCm,HrPc,0.75,1.75,-1,1,same_canonical,1
llama31_instruct,AsDl,HrSh,0.75,1.75,-1,1,same_canonical,1
llama31_instruct,BaHa,CmCh,0.75,1.875,-1,1,same_canonical,1
llama31_instruct,BaNc,CmDl,1.0,1.875,-1,1,same_canonical,1
llama31_instruct,BaPc,CmSh,1.0,2.0,-1,1,same_canonical,1
llama31_instruct,HrBa,DlAs,1.0,2.0,-1,1,same_canonical,1
llama31_instruct,PdAs,DlBa,1.0,2.0,-1,1,same_canonical,1
llama31_instruct,PdBa,DlCh,1.0,2.0,-1,1,same_canonical,1
llama31_instruct,PdCh,DlCm,1.0,2.0,-1,1,same_canonical,1
llama31_instruct,PdCm,DlCo,1.0,2.0,-1,1,same_canonical,1
llama31_instruct,PdCo,DlDl,1.0,2.0,-1,1,same_canonical,1
llama31_instruct,PdDl,DlHa,1.0,2.0,-1,1,same_canonical,1
llama31_instruct,PdHa,DlHr,1.0,2.0,-1,1,same_canonical,1
llama31_instruct,PdHr,DlNc,1.0,2.0,-1,1,same_canonical,1
llama31_instruct,PdNc,DlPc,1.0,2.0,-1,1,same_canonical,1
llama31_instruct,PdPc,DlPd,1.0,2.0,-1,1,same_canonical,1
llama31_instruct,PdPd,DlSh,1.0,2.0,-1,1,same_canonical,1
llama31_instruct,PdSh,CmBa,1.0,2.25,-1,1,same_canonical,1
llama31_instruct,HrAs,CmAs,1.25,2.375,-1,1,same_canonical,1
llama31_instruct,HrCo,CmHa,1.25,2.375,-1,1,same_canonical,1
llama31_instruct,HrNc,CmNc,1.5,2.375,-1,1,same_canonical,1
llama31_instruct,CmCm,CmPc,1.625,2.375,-1,1,same_canonical,1
llama31_instruct,HrSh,CmCo,1.75,2.5,-1,1,same_canonical,1
