model,round,trait,family,game,a_star,dose,base0,cue0,null0,shift0,nullshift0,abs_shift,abs_nullshift,shift_pref,nullshift_pref,net_pref,base_pref,n_pairs,flips,flips_aligned
qwen,1,risk,trait,DlBa,1,-2.0,0.3333333333333333,0.0,0.0,-0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.0,0.6666666666666667,3,1,1
qwen,1,risk,trait,DlCh,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,3,0,0
qwen,1,risk,trait,DlCm,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,3,0,0
qwen,1,risk,trait,DlCo,1,-2.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.3333333333333333,0.3333333333333333,-0.6666666666666666,0.6666666666666667,3,1,0
qwen,1,risk,trait,DlDl,1,-2.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.6666666666666667,3,0,0
qwen,1,risk,trait,DlHa,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,3,0,0
qwen,1,risk,trait,DlHr,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,3,0,0
qwen,1,risk,trait,DlNc,1,-2.0,0.3333333333333333,0.0,0.0,-0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.0,0.6666666666666667,3,1,1
qwen,1,risk,trait,DlPc,1,-2.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.6666666666666667,3,0,0
qwen,1,risk,trait,DlPd,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,3,0,0
qwen,1,risk,trait,DlSh,1,-2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.33333333333333337,3,0,0
qwen,1,risk,trait,HaAs,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0
qwen,1,risk,trait,HaBa,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0
qwen,1,risk,trait,HaCh,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0
qwen,1,risk,trait,HaCm,0,2.0,1.0,0.6666666666666666,1.0,-0.33333333333333337,0.0,0.33333333333333337,0.0,-0.33333333333333337,0.0,-0.33333333333333337,1.0,3,1,0
qwen,1,risk,trait,HaCo,0,2.0,1.0,0.6666666666666666,1.0,-0.33333333333333337,0.0,0.33333333333333337,0.0,-0.33333333333333337,0.0,-0.33333333333333337,1.0,3,1,0
qwen,1,risk,trait,HaHa,0,2.0,1.0,0.6666666666666666,1.0,-0.33333333333333337,0.0,0.33333333333333337,0.0,-0.33333333333333337,0.0,-0.33333333333333337,1.0,3,1,0
qwen,1,risk,trait,HaHr,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0
qwen,1,risk,trait,HaNc,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0
qwen,1,risk,trait,HaPc,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0
qwen,1,risk,trait,HaPd,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0
qwen,1,risk,trait,HaSh,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0
qwen,1,risk,trait,HrAs,1,-1.0,0.6666666666666666,0.3333333333333333,1.0,-0.3333333333333333,0.33333333333333337,0.3333333333333333,0.33333333333333337,0.3333333333333333,-0.33333333333333337,0.6666666666666667,0.33333333333333337,3,1,1
qwen,1,risk,trait,HrBa,1,-1.0,0.3333333333333333,0.0,0.3333333333333333,-0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,-0.0,0.3333333333333333,0.6666666666666667,3,1,1
qwen,1,risk,trait,HrCh,1,-1.0,1.0,0.0,0.6666666666666666,-1.0,-0.33333333333333337,1.0,0.33333333333333337,1.0,0.33333333333333337,0.6666666666666666,0.0,3,3,3
qwen,1,risk,trait,HrCo,1,-1.0,1.0,0.0,0.6666666666666666,-1.0,-0.33333333333333337,1.0,0.33333333333333337,1.0,0.33333333333333337,0.6666666666666666,0.0,3,3,3
qwen,1,risk,trait,HrHr,1,-1.0,1.0,0.0,0.6666666666666666,-1.0,-0.33333333333333337,1.0,0.33333333333333337,1.0,0.33333333333333337,0.6666666666666666,0.0,3,3,3
qwen,1,risk,trait,HrSh,1,-1.0,1.0,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,3,3,3
qwen,1,risk,trait,NcAs,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0
qwen,1,risk,trait,NcBa,0,1.0,1.0,0.3333333333333333,1.0,-0.6666666666666667,0.0,0.6666666666666667,0.0,-0.6666666666666667,0.0,-0.6666666666666667,1.0,3,2,0
qwen,1,risk,trait,NcCh,0,1.0,1.0,0.3333333333333333,1.0,-0.6666666666666667,0.0,0.6666666666666667,0.0,-0.6666666666666667,0.0,-0.6666666666666667,1.0,3,2,0
qwen,1,risk,trait,NcCo,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0
qwen,1,risk,trait,NcHr,0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.6666666666666667,0.0,0.6666666666666667,0.0,0.6666666666666667,-0.6666666666666667,0.3333333333333333,3,0,0
qwen,1,risk,trait,NcNc,0,1.0,1.0,0.6666666666666666,1.0,-0.33333333333333337,0.0,0.33333333333333337,0.0,-0.33333333333333337,0.0,-0.33333333333333337,1.0,3,1,0
qwen,1,risk,trait,NcPd,0,1.0,1.0,0.0,1.0,-1.0,0.0,1.0,0.0,-1.0,0.0,-1.0,1.0,3,3,0
qwen,1,risk,trait,NcSh,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0
qwen,1,risk,trait,PcAs,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0
qwen,1,risk,trait,PcBa,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0
qwen,1,risk,trait,PcCh,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0
qwen,1,risk,trait,PcCo,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0
qwen,1,risk,trait,PcHr,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0
qwen,1,risk,trait,PcNc,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0
qwen,1,risk,trait,PcPc,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0
qwen,1,risk,trait,PcPd,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0
qwen,1,risk,trait,PcSh,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0
qwen,1,risk,trait,PdAs,1,-1.0,0.3333333333333333,0.0,0.0,-0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.0,0.6666666666666667,3,1,1
qwen,1,risk,trait,PdBa,1,-1.0,0.3333333333333333,0.0,0.3333333333333333,-0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,-0.0,0.3333333333333333,0.6666666666666667,3,1,1
qwen,1,risk,trait,PdCh,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,3,0,0
qwen,1,risk,trait,PdCo,1,-1.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.3333333333333333,0.3333333333333333,-0.6666666666666666,0.6666666666666667,3,3,1
qwen,1,risk,trait,PdHr,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,3,0,0
qwen,1,risk,trait,PdSh,1,-1.0,0.6666666666666666,0.0,0.3333333333333333,-0.6666666666666666,-0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.33333333333333337,3,2,2
qwen,1,risk,trait,ShAs,1,-1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,-0.0,0.3333333333333333,0.33333333333333337,3,1,1
qwen,1,risk,trait,ShBa,1,-1.0,0.6666666666666666,0.0,0.3333333333333333,-0.6666666666666666,-0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.33333333333333337,3,2,2
qwen,1,risk,trait,ShCh,1,-1.0,0.6666666666666666,0.0,1.0,-0.6666666666666666,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.6666666666666666,-0.33333333333333337,1.0,0.33333333333333337,3,2,2
qwen,1,risk,trait,ShSh,1,-1.0,1.0,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,3,3,3
qwen,1,loss,trait,AsAs,1,-1.0,1.0,0.0,0.3333333333333333,-1.0,-0.6666666666666667,1.0,0.6666666666666667,1.0,0.6666666666666667,0.33333333333333326,0.0,3,3,3
qwen,1,loss,trait,AsBa,1,-1.0,1.0,0.0,0.6666666666666666,-1.0,-0.33333333333333337,1.0,0.33333333333333337,1.0,0.33333333333333337,0.6666666666666666,0.0,3,3,3
qwen,1,loss,trait,BaBa,0,1.0,1.0,0.3333333333333333,1.0,-0.6666666666666667,0.0,0.6666666666666667,0.0,-0.6666666666666667,0.0,-0.6666666666666667,1.0,3,2,0
qwen,1,loss,trait,ChAs,0,1.0,0.6666666666666666,1.0,1.0,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.0,0.6666666666666666,3,1,1
qwen,1,loss,trait,ChBa,0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,-0.3333333333333333,0.3333333333333333,3,2,1
qwen,1,loss,trait,CmAs,1,-2.0,1.0,0.3333333333333333,0.6666666666666666,-0.6666666666666667,-0.33333333333333337,0.6666666666666667,0.33333333333333337,0.6666666666666667,0.33333333333333337,0.33333333333333337,0.0,3,2,2
qwen,1,loss,trait,CmBa,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,3,0,0
qwen,1,loss,trait,CmCh,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,3,0,0
qwen,1,loss,trait,CmCm,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,3,0,0
qwen,1,loss,trait,CmCo,1,-2.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,-0.3333333333333333,-0.0,-0.3333333333333333,1.0,3,1,0
qwen,1,loss,trait,CmHr,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,3,0,0
qwen,1,loss,trait,CmNc,1,-2.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.6666666666666667,3,0,0
qwen,1,loss,trait,CmPc,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,3,0,0
qwen,1,loss,trait,CmPd,1,-2.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,-0.3333333333333333,-0.0,-0.3333333333333333,1.0,3,1,0
qwen,1,loss,trait,CmSh,1,-2.0,0.3333333333333333,0.0,0.3333333333333333,-0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,-0.0,0.3333333333333333,0.6666666666666667,3,1,1
qwen,1,loss,trait,CoAs,0,1.0,1.0,0.6666666666666666,1.0,-0.33333333333333337,0.0,0.33333333333333337,0.0,-0.33333333333333337,0.0,-0.33333333333333337,1.0,3,1,0
qwen,1,loss,trait,CoBa,0,1.0,1.0,0.0,1.0,-1.0,0.0,1.0,0.0,-1.0,0.0,-1.0,1.0,3,3,0
qwen,1,loss,trait,CoCh,0,1.0,1.0,0.6666666666666666,1.0,-0.33333333333333337,0.0,0.33333333333333337,0.0,-0.33333333333333337,0.0,-0.33333333333333337,1.0,3,1,0
qwen,1,loss,trait,CoCo,0,1.0,1.0,0.6666666666666666,1.0,-0.33333333333333337,0.0,0.33333333333333337,0.0,-0.33333333333333337,0.0,-0.33333333333333337,1.0,3,1,0
qwen,1,loss,trait,CoSh,0,1.0,1.0,0.6666666666666666,1.0,-0.33333333333333337,0.0,0.33333333333333337,0.0,-0.33333333333333337,0.0,-0.33333333333333337,1.0,3,1,0
qwen,1,loss,trait,DlAs,1,-2.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.3333333333333333,0.3333333333333333,-0.6666666666666666,0.6666666666666667,3,1,0
qwen,1,loss,trait,DlBa,1,-2.0,0.3333333333333333,0.0,0.0,-0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.0,0.6666666666666667,3,1,1
qwen,1,loss,trait,DlCh,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,3,0,0
qwen,1,loss,trait,DlCm,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,3,0,0
qwen,1,loss,trait,DlCo,1,-2.0,0.3333333333333333,0.3333333333333333,0.0,0.0,-0.3333333333333333,0.0,0.3333333333333333,-0.0,0.3333333333333333,-0.3333333333333333,0.6666666666666667,3,0,0
qwen,1,loss,trait,DlDl,1,-2.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.6666666666666667,3,0,0
qwen,1,loss,trait,DlHa,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,3,0,0
qwen,1,loss,trait,DlHr,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,3,0,0
qwen,1,loss,trait,DlNc,1,-2.0,0.3333333333333333,0.3333333333333333,0.0,0.0,-0.3333333333333333,0.0,0.3333333333333333,-0.0,0.3333333333333333,-0.3333333333333333,0.6666666666666667,3,0,0
qwen,1,loss,trait,DlPc,1,-2.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.6666666666666667,3,0,0
qwen,1,loss,trait,DlPd,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,3,0,0
qwen,1,loss,trait,DlSh,1,-2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.33333333333333337,3,0,0
qwen,1,loss,trait,HaAs,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0
qwen,1,loss,trait,HaBa,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0
qwen,1,loss,trait,HaCh,0,2.0,1.0,0.6666666666666666,1.0,-0.33333333333333337,0.0,0.33333333333333337,0.0,-0.33333333333333337,0.0,-0.33333333333333337,1.0,3,1,0
qwen,1,loss,trait,HaCm,0,2.0,1.0,0.6666666666666666,1.0,-0.33333333333333337,0.0,0.33333333333333337,0.0,-0.33333333333333337,0.0,-0.33333333333333337,1.0,3,1,0
qwen,1,loss,trait,HaCo,0,2.0,1.0,0.6666666666666666,1.0,-0.33333333333333337,0.0,0.33333333333333337,0.0,-0.33333333333333337,0.0,-0.33333333333333337,1.0,3,1,0
qwen,1,loss,trait,HaHa,0,2.0,1.0,0.6666666666666666,1.0,-0.33333333333333337,0.0,0.33333333333333337,0.0,-0.33333333333333337,0.0,-0.33333333333333337,1.0,3,1,0
qwen,1,loss,trait,HaHr,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0
qwen,1,loss,trait,HaNc,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0
qwen,1,loss,trait,HaPc,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0
qwen,1,loss,trait,HaPd,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0
qwen,1,loss,trait,HaSh,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0
qwen,1,loss,trait,HrAs,1,-1.0,0.6666666666666666,0.3333333333333333,1.0,-0.3333333333333333,0.33333333333333337,0.3333333333333333,0.33333333333333337,0.3333333333333333,-0.33333333333333337,0.6666666666666667,0.33333333333333337,3,1,1
qwen,1,loss,trait,HrBa,1,-1.0,0.3333333333333333,0.0,0.3333333333333333,-0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,-0.0,0.3333333333333333,0.6666666666666667,3,1,1
qwen,1,loss,trait,HrCh,1,-1.0,1.0,0.3333333333333333,0.6666666666666666,-0.6666666666666667,-0.33333333333333337,0.6666666666666667,0.33333333333333337,0.6666666666666667,0.33333333333333337,0.33333333333333337,0.0,3,2,2
qwen,1,loss,trait,HrCo,1,-1.0,1.0,0.0,0.6666666666666666,-1.0,-0.33333333333333337,1.0,0.33333333333333337,1.0,0.33333333333333337,0.6666666666666666,0.0,3,3,3
qwen,1,loss,trait,HrHr,1,-1.0,1.0,0.0,0.6666666666666666,-1.0,-0.33333333333333337,1.0,0.33333333333333337,1.0,0.33333333333333337,0.6666666666666666,0.0,3,3,3
qwen,1,loss,trait,HrSh,1,-1.0,1.0,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,3,3,3
qwen,1,loss,trait,NcAs,0,1.0,1.0,0.6666666666666666,1.0,-0.33333333333333337,0.0,0.33333333333333337,0.0,-0.33333333333333337,0.0,-0.33333333333333337,1.0,3,1,0
qwen,1,loss,trait,NcBa,0,1.0,1.0,0.3333333333333333,1.0,-0.6666666666666667,0.0,0.6666666666666667,0.0,-0.6666666666666667,0.0,-0.6666666666666667,1.0,3,2,0
qwen,1,loss,trait,NcCh,0,1.0,1.0,0.3333333333333333,1.0,-0.6666666666666667,0.0,0.6666666666666667,0.0,-0.6666666666666667,0.0,-0.6666666666666667,1.0,3,2,0
qwen,1,loss,trait,NcCo,0,1.0,1.0,0.6666666666666666,1.0,-0.33333333333333337,0.0,0.33333333333333337,0.0,-0.33333333333333337,0.0,-0.33333333333333337,1.0,3,1,0
qwen,1,loss,trait,NcHr,0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.6666666666666667,0.0,0.6666666666666667,0.0,0.6666666666666667,-0.6666666666666667,0.3333333333333333,3,0,0
qwen,1,loss,trait,NcNc,0,1.0,1.0,0.6666666666666666,1.0,-0.33333333333333337,0.0,0.33333333333333337,0.0,-0.33333333333333337,0.0,-0.33333333333333337,1.0,3,1,0
qwen,1,loss,trait,NcPd,0,1.0,1.0,0.0,1.0,-1.0,0.0,1.0,0.0,-1.0,0.0,-1.0,1.0,3,3,0
qwen,1,loss,trait,NcSh,0,1.0,1.0,0.6666666666666666,1.0,-0.33333333333333337,0.0,0.33333333333333337,0.0,-0.33333333333333337,0.0,-0.33333333333333337,1.0,3,1,0
qwen,1,loss,trait,PcAs,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0
qwen,1,loss,trait,PcBa,0,2.0,1.0,0.6666666666666666,1.0,-0.33333333333333337,0.0,0.33333333333333337,0.0,-0.33333333333333337,0.0,-0.33333333333333337,1.0,3,1,0
qwen,1,loss,trait,PcCh,0,2.0,1.0,0.6666666666666666,1.0,-0.33333333333333337,0.0,0.33333333333333337,0.0,-0.33333333333333337,0.0,-0.33333333333333337,1.0,3,1,0
qwen,1,loss,trait,PcCo,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0
qwen,1,loss,trait,PcHr,0,2.0,1.0,0.6666666666666666,1.0,-0.33333333333333337,0.0,0.33333333333333337,0.0,-0.33333333333333337,0.0,-0.33333333333333337,1.0,3,1,0
qwen,1,loss,trait,PcNc,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0
qwen,1,loss,trait,PcPc,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0
qwen,1,loss,trait,PcPd,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0
qwen,1,loss,trait,PcSh,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0
qwen,1,loss,trait,PdAs,1,-1.0,0.3333333333333333,0.0,0.0,-0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.0,0.6666666666666667,3,1,1
qwen,1,loss,trait,PdBa,1,-1.0,0.3333333333333333,0.0,0.3333333333333333,-0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,-0.0,0.3333333333333333,0.6666666666666667,3,1,1
qwen,1,loss,trait,PdCh,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,3,0,0
qwen,1,loss,trait,PdCo,1,-1.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.3333333333333333,0.3333333333333333,-0.6666666666666666,0.6666666666666667,3,3,1
qwen,1,loss,trait,PdHr,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,3,0,0
qwen,1,loss,trait,PdSh,1,-1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,-0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.0,0.33333333333333337,3,1,1
