model,game_code,p_canonical,inc_projection,delta1c_q05,n_cells,inc_projection_z,delta1c_q05_z,row_scope,layer
llama31_instruct,BaCo,0.25,-10.725964374298895,0.0,4,-2.3063110625598364,-1.0083683467310325,parsed_generated_choice,80
llama31_instruct,BaDl,0.5,-4.969233793212006,0.0,4,-1.0784971128955423,-1.0083683467310325,parsed_generated_choice,80
llama31_instruct,BaHa,0.75,-1.8527689144252892,-0.0,4,-0.4138074947319749,-1.0083683467310325,parsed_generated_choice,80
llama31_instruct,BaHr,0.0,-5.583321502726887,0.0,4,-1.2094717078395723,-1.0083683467310325,parsed_generated_choice,80
llama31_instruct,BaNc,0.75,-3.451732557582617,-0.0,4,-0.7548395855031821,-1.0083683467310325,parsed_generated_choice,80
llama31_instruct,BaPc,0.75,-8.304645615887027,-0.0,4,-1.7898844370149212,-1.0083683467310325,parsed_generated_choice,80
llama31_instruct,BaPd,0.5,-3.9085774797860657,0.0,4,-0.8522769347787478,-1.0083683467310325,parsed_generated_choice,80
llama31_instruct,BaSh,0.25,-2.1297348767244513,0.0,4,-0.4728796828955734,-1.0083683467310325,parsed_generated_choice,80
llama31_instruct,ChAs,0.0,-7.688103349221919,0.0,4,-1.658386326254605,-1.0083683467310325,parsed_generated_choice,80
llama31_instruct,ChBa,0.5,-3.2706464625281897,0.0,4,-0.7162169627373132,-1.0083683467310325,parsed_generated_choice,80
llama31_instruct,ChCh,0.75,-1.172330083156547,0.0,4,-0.26868131987331156,-1.0083683467310325,parsed_generated_choice,80
llama31_instruct,ChCm,0.75,-9.969182031431652,0.0,4,-2.1449020988531147,-1.0083683467310325,parsed_generated_choice,80
llama31_instruct,ChCo,0.5,-6.018433876717666,0.0,4,-1.3022738695757152,-1.0083683467310325,parsed_generated_choice,80
llama31_instruct,ChDl,0.25,-3.324902705286943,0.0,4,-0.7277889080936637,-1.0083683467310325,parsed_generated_choice,80
llama31_instruct,ChHa,1.0,-0.35150633019041305,-0.0,4,-0.09361339895675927,-1.0083683467310325,parsed_generated_choice,80
llama31_instruct,ChHr,0.25,-8.067883992488607,0.0,4,-1.7393871591140229,-1.0083683467310325,parsed_generated_choice,80
llama31_instruct,ChNc,1.0,1.860663746384376,-0.0,4,0.37820532536777585,-1.0083683467310325,parsed_generated_choice,80
llama31_instruct,ChPc,0.75,-2.93537729651131,-0.0,4,-0.6447096804128174,-1.0083683467310325,parsed_generated_choice,80
llama31_instruct,ChPd,0.5,-4.504584241672451,0.0,4,-0.9793951672599673,-1.0083683467310325,parsed_generated_choice,80
llama31_instruct,ChSh,0.5,-3.599074426601976,0.0,4,-0.7862651315841351,-1.0083683467310325,parsed_generated_choice,80
llama31_instruct,CmAs,1.0,5.470447925817721,2.0,4,1.1481116651480432,1.191708046136675,parsed_generated_choice,80
llama31_instruct,CmBa,1.0,-0.49329766324754376,2.0,4,-0.12385510893724815,1.191708046136675,parsed_generated_choice,80
llama31_instruct,CmCh,1.0,-1.8394667505430684,2.0,4,-0.41097036658340913,1.191708046136675,parsed_generated_choice,80
llama31_instruct,CmCm,1.0,4.549624798203256,2.0,4,0.9517155570909793,1.191708046136675,parsed_generated_choice,80
llama31_instruct,CmCo,1.0,2.696318576579994,2.0,4,0.5564364659720334,1.191708046136675,parsed_generated_choice,80
llama31_instruct,CmDl,1.0,6.2218683674945146,2.0,4,1.308377025383033,1.191708046136675,parsed_generated_choice,80
llama31_instruct,CmHa,1.0,4.4732707393175435,2.0,4,0.9354305186836988,1.191708046136675,parsed_generated_choice,80
llama31_instruct,CmHr,1.0,0.8261072162955868,2.0,4,0.15755179269550731,1.191708046136675,parsed_generated_choice,80
llama31_instruct,CmNc,1.0,2.901902219130376,2.0,4,0.6002840041867711,1.191708046136675,parsed_generated_choice,80
llama31_instruct,CmPc,1.0,9.924572538224218,2.0,4,2.098101638731839,1.191708046136675,parsed_generated_choice,80
llama31_instruct,CmPd,1.0,-3.3285567938634735,2.0,4,-0.7285682638172603,1.191708046136675,parsed_generated_choice,80
llama31_instruct,CmSh,1.0,0.43763112471125254,2.0,4,0.07469636674846657,1.191708046136675,parsed_generated_choice,80
llama31_instruct,CoAs,1.0,-3.985801736999252,1.0,4,-0.8687475718744501,0.09166984970282117,parsed_generated_choice,80
llama31_instruct,CoBa,1.0,-3.6808956806928634,1.0,4,-0.803716230908094,0.09166984970282117,parsed_generated_choice,80
llama31_instruct,CoCh,0.5,-6.333006842288176,1.0,4,-1.369366999934061,0.09166984970282117,parsed_generated_choice,80
llama31_instruct,CoCm,0.0,3.52792090836838,-1.0,4,0.7338032767270292,-2.108406543164886,parsed_generated_choice,80
llama31_instruct,CoCo,1.0,-1.9680205306457175,1.0,4,-0.43838872884108976,0.09166984970282117,parsed_generated_choice,80
llama31_instruct,CoDl,0.0,-0.8042635939731069,-1.0,4,-0.19017891934268497,-2.108406543164886,parsed_generated_choice,80
llama31_instruct,CoHa,0.5,-3.634146878451218,1.0,4,-0.7937454965278943,0.09166984970282117,parsed_generated_choice,80
llama31_instruct,CoHr,1.0,-2.3112030177261738,1.0,4,-0.5115837896456056,0.09166984970282117,parsed_generated_choice,80
llama31_instruct,CoNc,0.5,-3.685894518118162,1.0,4,-0.8047823989763114,0.09166984970282117,parsed_generated_choice,80
llama31_instruct,CoPc,1.0,-1.4089125946202534,1.0,4,-0.319140396206689,0.09166984970282117,parsed_generated_choice,80
llama31_instruct,CoPd,0.5,-2.0008897757506006,-1.0,4,-0.44539918678874846,-2.108406543164886,parsed_generated_choice,80
llama31_instruct,CoSh,0.75,-2.514662386323941,1.0,4,-0.5549782559030595,0.09166984970282117,parsed_generated_choice,80
llama31_instruct,DlAs,1.0,7.922140293435717,2.0,4,1.6710164714171802,1.191708046136675,parsed_generated_choice,80
llama31_instruct,DlBa,1.0,6.4844108659363595,2.0,4,1.3643729309454142,1.191708046136675,parsed_generated_choice,80
llama31_instruct,DlCh,1.0,-2.0951959464577126,2.0,4,-0.46551310914496075,1.191708046136675,parsed_generated_choice,80
llama31_instruct,DlCm,1.0,8.951106310190035,2.0,4,1.890477641486898,1.191708046136675,parsed_generated_choice,80
llama31_instruct,DlCo,1.0,3.9005427471031213,2.0,4,0.8132772568106507,1.191708046136675,parsed_generated_choice,80
llama31_instruct,DlDl,1.0,6.614561222757713,2.0,4,1.392131816202968,1.191708046136675,parsed_generated_choice,80
llama31_instruct,DlHa,1.0,4.434714875058429,2.0,4,0.9272072003762148,1.191708046136675,parsed_generated_choice,80
llama31_instruct,DlHr,1.0,1.6291663688407394,2.0,4,0.32883082269561603,1.191708046136675,parsed_generated_choice,80
llama31_instruct,DlNc,1.0,2.9718682220159613,2.0,4,0.615206577535506,1.191708046136675,parsed_generated_choice,80
llama31_instruct,DlPc,1.0,3.2182097211123892,2.0,4,0.6677470820304554,1.191708046136675,parsed_generated_choice,80
llama31_instruct,DlPd,1.0,-0.49189238370657673,2.0,4,-0.12355538641258357,1.191708046136675,parsed_generated_choice,80
llama31_instruct,DlSh,1.0,-2.7145094071573155,2.0,4,-0.5976022690511164,1.191708046136675,parsed_generated_choice,80
llama31_instruct,HaAs,1.0,5.050856930794036,2.0,4,1.0586199528667408,1.191708046136675,parsed_generated_choice,80
llama31_instruct,HaBa,0.75,1.0845251886964544,2.0,4,0.21266800612404033,1.191708046136675,parsed_generated_choice,80
llama31_instruct,HaCh,1.0,9.588770330228492,2.0,4,2.026480667505602,1.191708046136675,parsed_generated_choice,80
llama31_instruct,HaCm,1.0,0.8416331290001935,2.0,4,0.16086320912041616,1.191708046136675,parsed_generated_choice,80
llama31_instruct,HaCo,1.0,2.5966718150992616,2.0,4,0.5351834852980942,1.191708046136675,parsed_generated_choice,80
llama31_instruct,HaDl,0.75,-1.0231486387069764,2.0,4,-0.23686342324844134,1.191708046136675,parsed_generated_choice,80
llama31_instruct,HaHa,1.0,6.20136142440641,2.0,4,1.3040032388328566,1.191708046136675,parsed_generated_choice,80
llama31_instruct,HaHr,1.0,4.256505140174388,2.0,4,0.8891980569267244,1.191708046136675,parsed_generated_choice,80
llama31_instruct,HaNc,1.0,12.26956779317538,2.0,4,2.5982497428284543,1.191708046136675,parsed_generated_choice,80
llama31_instruct,HaPc,1.0,5.102639689402672,2.0,4,1.0696643455956043,1.191708046136675,parsed_generated_choice,80
llama31_instruct,HaPd,1.0,10.767613553536133,2.0,4,2.2779081285717178,1.191708046136675,parsed_generated_choice,80
llama31_instruct,HaSh,1.0,8.411466898220834,2.0,4,1.7753816180632473,1.191708046136675,parsed_generated_choice,80
llama31_instruct,HrAs,1.0,-5.536160894606974,1.0,4,-1.1994131421817456,0.09166984970282117,parsed_generated_choice,80
llama31_instruct,HrBa,1.0,-5.9272795685716835,1.0,4,-1.2828321865688124,0.09166984970282117,parsed_generated_choice,80
llama31_instruct,HrCh,1.0,-6.870489349402392,1.0,4,-1.4840029917769824,0.09166984970282117,parsed_generated_choice,80
llama31_instruct,HrCm,0.25,-2.612555201905942,-1.0,4,-0.5758571493740133,-2.108406543164886,parsed_generated_choice,80
llama31_instruct,HrCo,1.0,-1.4748322042790896,1.0,4,-0.33319994183862356,0.09166984970282117,parsed_generated_choice,80
llama31_instruct,HrDl,0.25,-7.64090940604875,-1.0,4,-1.6483206507897754,-2.108406543164886,parsed_generated_choice,80
llama31_instruct,HrHa,0.75,-1.7220386191366646,1.0,4,-0.3859249183393169,0.09166984970282117,parsed_generated_choice,80
llama31_instruct,HrHr,1.0,-0.6966253155486524,1.0,4,-0.1672214823207769,0.09166984970282117,parsed_generated_choice,80
llama31_instruct,HrNc,1.0,0.5345105313327834,1.0,4,0.095359117108178,0.09166984970282117,parsed_generated_choice,80
llama31_instruct,HrPc,1.0,1.9401974103485906,1.0,4,0.39516852013739073,0.09166984970282117,parsed_generated_choice,80
llama31_instruct,HrPd,0.25,-3.3303892980478036,-1.0,4,-0.728959106183191,-2.108406543164886,parsed_generated_choice,80
llama31_instruct,HrSh,1.0,-0.8420940646442749,1.0,4,-0.19824752338071802,0.09166984970282117,parsed_generated_choice,80
llama31_instruct,NcAs,0.75,0.6802252202186065,1.0,4,0.12643761299485323,0.09166984970282117,parsed_generated_choice,80
llama31_instruct,NcBa,0.75,5.148298278589622,1.0,4,1.0794025558411748,0.09166984970282117,parsed_generated_choice,80
llama31_instruct,NcCh,0.5,0.35669179096709236,1.0,4,0.057433366222767,0.09166984970282117,parsed_generated_choice,80
llama31_instruct,NcCm,0.5,0.6784258060879487,1.0,4,0.12605382818162897,0.09166984970282117,parsed_generated_choice,80
llama31_instruct,NcCo,1.0,3.9269752297321543,1.0,4,0.8189148614265086,0.09166984970282117,parsed_generated_choice,80
llama31_instruct,NcDl,1.0,2.836744928722992,1.0,4,0.5863870484481531,0.09166984970282117,parsed_generated_choice,80
llama31_instruct,NcHa,1.0,7.629220579590628,1.0,4,1.6085416159892976,0.09166984970282117,parsed_generated_choice,80
llama31_instruct,NcHr,0.5,-4.257072708691781,1.0,4,-0.9266051141880232,0.09166984970282117,parsed_generated_choice,80
llama31_instruct,NcNc,0.75,2.4287517845455326,1.0,4,0.4993689629684777,0.09166984970282117,parsed_generated_choice,80
llama31_instruct,NcPc,1.0,2.30548365554011,1.0,4,0.4730779413182513,0.09166984970282117,parsed_generated_choice,80
llama31_instruct,NcPd,0.5,0.5856968112340026,1.0,4,0.1062762909465049,0.09166984970282117,parsed_generated_choice,80
llama31_instruct,NcSh,0.75,1.7880173241823263,1.0,4,0.362711063596012,0.09166984970282117,parsed_generated_choice,80
llama31_instruct,PcAs,1.0,5.020630749519256,2.0,4,1.0521732160442492,1.191708046136675,parsed_generated_choice,80
llama31_instruct,PcBa,1.0,3.0868387792675396,2.0,4,0.6397278664869013,1.191708046136675,parsed_generated_choice,80
llama31_instruct,PcCh,1.0,-2.070318001104751,2.0,4,-0.46020706122190763,1.191708046136675,parsed_generated_choice,80
llama31_instruct,PcCm,1.0,6.4886254640383285,2.0,4,1.3652718339371275,1.191708046136675,parsed_generated_choice,80
llama31_instruct,PcCo,1.0,5.463475216056612,2.0,4,1.1466245032614373,1.191708046136675,parsed_generated_choice,80
llama31_instruct,PcDl,1.0,0.10094051041543672,2.0,4,0.0028859133790484917,1.191708046136675,parsed_generated_choice,80
llama31_instruct,PcHa,1.0,5.4259680635667555,2.0,4,1.138624857561406,1.191708046136675,parsed_generated_choice,80
llama31_instruct,PcHr,1.0,3.4502718958295677,2.0,4,0.7172420464540621,1.191708046136675,parsed_generated_choice,80
llama31_instruct,PcNc,1.0,7.331411598613721,2.0,4,1.5450239619965833,1.191708046136675,parsed_generated_choice,80
llama31_instruct,PcPc,1.0,2.909107380598423,2.0,4,0.6018207441184811,1.191708046136675,parsed_generated_choice,80
llama31_instruct,PcPd,1.0,8.57444011576848,2.0,4,1.8101410682595245,1.191708046136675,parsed_generated_choice,80
llama31_instruct,PcSh,1.0,10.975055306981377,2.0,4,2.3221519706336826,1.191708046136675,parsed_generated_choice,80
llama31_instruct,PdAs,1.0,-6.634391485731682,1.0,4,-1.4336472826782762,0.09166984970282117,parsed_generated_choice,80
llama31_instruct,PdBa,0.75,-6.223140217433601,1.0,4,-1.345934294043296,0.09166984970282117,parsed_generated_choice,80
llama31_instruct,PdCh,1.0,-0.5512330576111628,1.0,4,-0.13621175554020995,0.09166984970282117,parsed_generated_choice,80
llama31_instruct,PdCm,0.25,-5.504047379431746,1.0,4,-1.1925638687357307,0.09166984970282117,parsed_generated_choice,80
llama31_instruct,PdCo,1.0,-6.873696989066737,1.0,4,-1.4846871274456408,0.09166984970282117,parsed_generated_choice,80
llama31_instruct,PdDl,0.5,-8.982401519990734,1.0,4,-1.9344383885685743,0.09166984970282117,parsed_generated_choice,80
llama31_instruct,PdHa,1.0,-0.8713864168434435,1.0,4,-0.2044950901448775,0.09166984970282117,parsed_generated_choice,80
llama31_instruct,PdHr,0.75,0.17912026053557817,1.0,4,0.019560341064468363,0.09166984970282117,parsed_generated_choice,80
llama31_instruct,PdNc,1.0,2.7548956879006137,1.0,4,0.5689299800243995,0.09166984970282117,parsed_generated_choice,80
llama31_instruct,PdPc,1.0,1.9839484380473746,1.0,4,0.4044998795546963,0.09166984970282117,parsed_generated_choice,80
llama31_instruct,PdPd,1.0,0.5186158825656264,1.0,4,0.09196905547398476,0.09166984970282117,parsed_generated_choice,80
llama31_instruct,PdSh,1.0,0.3474524746721361,1.0,4,0.05546277522975127,0.09166984970282117,parsed_generated_choice,80
llama31_instruct,ShAs,0.5,0.039215034913326896,0.0,4,-0.010279093877004682,-1.0083683467310325,parsed_generated_choice,80
llama31_instruct,ShBa,0.5,2.7522489772851157,-0.0,4,0.5683654811011549,-1.0083683467310325,parsed_generated_choice,80
llama31_instruct,ShCh,0.5,0.34808548495218405,-0.0,4,0.05559778569118876,-1.0083683467310325,parsed_generated_choice,80
llama31_instruct,ShCm,0.0,3.00726278129266,-0.0,4,0.6227556425838038,-1.0083683467310325,parsed_generated_choice,80
llama31_instruct,ShCo,0.5,3.520709124815603,0.0,4,0.732265124415863,-1.0083683467310325,parsed_generated_choice,80
llama31_instruct,ShDl,0.5,-3.28016280092165,-0.0,4,-0.7182466378914022,-1.0083683467310325,parsed_generated_choice,80
llama31_instruct,ShHa,0.5,1.1679074255240605,0.0,4,0.2304520368493096,-1.0083683467310325,parsed_generated_choice,80
llama31_instruct,ShHr,0.5,1.427194974874165,-0.0,4,0.2857537164367223,-1.0083683467310325,parsed_generated_choice,80
llama31_instruct,ShNc,0.5,4.287355639093337,0.0,4,0.8957779502174117,-1.0083683467310325,parsed_generated_choice,80
llama31_instruct,ShPc,0.5,7.301264884393404,0.0,4,1.5385941741621731,-1.0083683467310325,parsed_generated_choice,80
llama31_instruct,ShPd,0.5,3.35965558829521,-0.0,4,0.6979151099419928,-1.0083683467310325,parsed_generated_choice,80
llama31_instruct,ShSh,0.5,-2.922146420633369,0.0,4,-0.6418877567982949,-1.0083683467310325,parsed_generated_choice,80
